a	b	ida	idb	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	F_diff_a_b	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
2	9	s12	s19	1372771	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000004	0.000004	0.000006	0.000004	0.000004	0.000000	0.000004	0.000004	0.000007	0.000000	-1791669.410466	55	-1791670.542276	0.994048	4.812250e-01,1.654042e-01,2.084868e-02,1.654831e-01,1.046415e-01,1.815883e-02,2.093414e-02,1.818964e-02,5.114857e-03	0.399295	0.255835	0.036557	-2085511.998299	6
2	10	s12	S1	1373121	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000001	0.000001	0.000005	0.000001	0.000001	0.000000	0.000001	0.000001	0.000009	0.000000	-1819168.012819	38	-1819169.033888	0.994302	4.685422e-01,1.773302e-01,2.165795e-02,1.645691e-01,1.037804e-01,1.990729e-02,2.041468e-02,1.803736e-02,5.760786e-03	0.405400	0.245974	0.033427	-2112163.574706	6
2	11	s12	s20	1374922	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000002	-2061709.279893	70	-2061709.681057	0.995606	2.423440e-01,4.251712e-01,1.156994e-05,6.822888e-02,2.199372e-01,1.137998e-04,3.536006e-03,4.029441e-02,3.629649e-04	0.016130	0.409295	0.218595	-1886330.299224	7
2	12	s12	S2	1372887	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	-0.000000	-1798894.638799	50	-1798895.046299	0.994132	4.905359e-01,1.555794e-01,2.138025e-02,1.643601e-01,1.042478e-01,1.970547e-02,2.059205e-02,1.776058e-02,5.838390e-03	0.402621	0.261025	0.035878	-2078411.360505	6
2	13	s12	s3	1373104	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000002	0.000002	0.000005	0.000002	0.000002	0.000000	0.000002	0.000002	0.000007	-0.000000	-1794344.919410	50	-1794345.646256	0.994290	4.875830e-01,1.580689e-01,2.183286e-02,1.646384e-01,1.049749e-01,1.867100e-02,2.127084e-02,1.781925e-02,5.140778e-03	0.410610	0.260936	0.032975	-2081113.713855	6
2	14	s12	s4	1372881	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	-0.000000	-1818404.751320	50	-1818405.163499	0.994128	4.737038e-01,1.718068e-01,2.199849e-02,1.640545e-01,1.040671e-01,2.019344e-02,2.034585e-02,1.800892e-02,5.821080e-03	0.406895	0.249916	0.033285	-2106753.901285	6
2	15	s12	s5	1372748	0.989986	0.000000	0.000000	0.010014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005007	-0.005007	-1837228.603441	94	-1	0.994032	4.711517e-01,1.661295e-01,3.020183e-02,1.713865e-01,9.483647e-02,2.203968e-02,2.262507e-02,1.593522e-02,5.694079e-03	0.557032	0.221416	-0.019140	-2129445.429512	6
2	16	s12	s6	1372831	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000001	0.000001	0.000003	0.000001	0.000001	0.000000	0.000001	0.000001	0.000006	-0.000000	-1821555.568482	46	-1821556.156290	0.994092	4.705468e-01,1.746001e-01,2.237742e-02,1.643886e-01,1.045630e-01,1.932690e-02,2.070940e-02,1.773957e-02,5.748161e-03	0.412066	0.249469	0.031425	-2109922.727736	6
2	17	s12	s7	1373309	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000001	0.000001	0.000003	0.000001	0.000001	0.000000	0.000001	0.000001	0.000005	0.000000	-1796309.444370	42	-1796310.064031	0.994438	4.802372e-01,1.660424e-01,2.118244e-02,1.653195e-01,1.052233e-01,1.776099e-02,2.099436e-02,1.797913e-02,5.260733e-03	0.400831	0.257094	0.036135	-2088490.758769	6
2	18	s12	s8	1372916	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000008	0.000000	0.000001	0.000004	0.000000	0.000000	0.000004	0.000000	0.000004	0.000008	-0.000000	-1800976.418896	66	-1800976.797495	0.994153	4.906066e-01,1.548515e-01,2.206414e-02,1.644292e-01,1.041924e-01,1.963536e-02,2.036563e-02,1.813454e-02,5.720660e-03	0.407225	0.260820	0.034191	-2079884.607654	6
