a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
2	14	1387	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000399	0.000000	0.000000	0.000200	0.000000	0.000000	0.000399	0.000000	0.000399	0.000400	-0.000000	-2008.929720	142	-2008.930708	0.208102	2.802851e-01,2.117433e-01,3.517912e-07,1.868114e-01,3.211596e-01,2.421626e-07,6.366815e-08,2.118096e-09,5.216328e-08	0.000001	0.805809	0.308547	-2099.688338	22
2	15	1352	0.852303	0.000009	0.147684	0.000000	0.000000	0.000002	0.000001	0.000000	0.000000	0.147690	0.000003	0.000001	0.073845	0.000001	0.000000	0.147684	0.000000	0.147684	0.147691	0.000001	-1858.622165	70	-1	0.202851	3.359289e-01,1.752033e-01,2.351575e-09,1.441934e-01,3.446744e-01,2.736210e-08,5.360215e-08,5.362238e-10,1.020341e-08	0.000000	1.079142	0.341686	-1952.237139	22
2	16	1391	0.941114	0.000003	0.058883	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058884	0.000000	0.000000	0.029442	0.000000	0.000000	0.058883	0.000000	0.058883	0.058885	0.000000	-1953.188682	114	-1	0.208702	3.362352e-01,1.686176e-01,3.485126e-07,1.973750e-01,2.977714e-01,7.510549e-09,4.230370e-08,2.867430e-07,1.992151e-08	0.000001	0.813598	0.309682	-2039.170613	22
2	17	1474	0.936554	0.000000	0.063446	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.063446	0.000000	0.000000	0.031723	0.000000	0.000000	0.063446	0.000000	0.063446	0.063446	-0.000000	-2133.205312	98	-1	0.221155	3.225243e-01,1.886826e-01,1.295054e-07,1.941655e-01,2.946258e-01,1.359690e-06,5.218896e-08,8.051651e-09,2.223147e-07	0.000001	0.769560	0.303081	-2222.195780	19
2	18	1366	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000039	0.000000	0.000000	0.000020	0.000000	0.000000	0.000039	0.000000	0.000039	0.000039	0.000000	-1940.862977	118	-1940.863620	0.204951	2.953642e-01,2.117373e-01,1.699075e-07,1.799496e-01,3.129482e-01,5.847466e-08,1.754839e-07,2.548522e-07,3.820062e-08	0.000001	0.798974	0.307540	-2042.526978	18
2	19	1370	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000000	0.000000	0.000002	0.000000	0.000000	0.000005	0.000000	0.000005	0.000005	0.000000	-2004.647028	94	-2004.647163	0.205551	2.750810e-01,2.247049e-01,1.335730e-09,1.677869e-01,3.324269e-01,3.601862e-10,2.957941e-07,1.056861e-08,1.272200e-09	0.000001	0.846965	0.314397	-2082.493890	26
3	4	1554	0.938488	0.000003	0.061509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.061511	0.000000	0.000000	0.030755	0.000000	0.000000	0.061509	0.000000	0.061509	0.061511	0.000000	-2269.202279	66	-1	0.233158	2.906216e-01,2.076441e-01,3.908561e-08,1.833272e-01,3.184069e-01,1.001473e-07,6.234556e-10,8.532370e-08,1.297507e-08	0.000000	0.814399	0.309799	-2341.710377	18
3	5	1444	0.986681	0.000000	0.013319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013319	0.000000	0.000000	0.006660	0.000000	0.000000	0.013319	0.000000	0.013319	0.013319	-0.000000	-2168.348248	90	-1	0.216654	2.843474e-01,2.036181e-01,4.454242e-07,2.027547e-01,3.092787e-01,1.202903e-07,4.054515e-07,1.314244e-07,2.331238e-09	0.000003	0.761069	0.301754	-2256.147435	22
3	6	1566	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000002	0.000002	0.000003	0.000000	-2234.539145	59	-2234.540389	0.234959	2.602925e-01,2.286111e-01,1.057985e-06,2.346804e-01,2.764147e-01,7.797732e-08,3.612672e-08,1.423054e-07,2.001582e-08	0.000004	0.596631	0.272027	-2333.023232	22
3	7	1473	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000542	0.000000	0.000000	0.000271	0.000000	0.000000	0.000542	0.000000	0.000542	0.000542	0.000000	-2217.805756	146	-2217.806696	0.221005	3.046084e-01,1.897406e-01,5.312939e-09,2.305533e-01,2.750975e-01,2.178242e-10,5.016258e-08,2.268905e-09,4.043819e-08	0.000000	0.654536	0.283463	-2288.789300	22
